,pNCI,sNCI,codedUsefulness
3076,24758277,24760329,3.8742473894153844
3079,24758277,24758280,59.652303739545296
3080,24758277,24758282,3.8742473894153844
3082,24758277,24758537,204.56561944702636
3083,24758277,24758538,33.312808692481084
3093,24758277,24759823,4.992537525703545
3105,24758277,24759312,93.33782133661184
3107,24758277,24759820,117.49209527384713
3110,24758277,24759824,1.4806567361003546
3111,24758277,24760325,3.986684579216075
3129,24758277,24759311,282.94736416382966
3130,24758277,24759814,6.491293327796542
3152,24758278,24758025,46.07525511462951
3155,24758278,24758286,160.25907667596698
3156,24758278,24758287,485.8146749027987
3176,24758278,24759304,1.063446137532041
3177,24758278,24759305,2.2690470843624677
3178,24758278,24759307,0.5235845328711303
3179,24758278,24759308,0.628591550349544
3180,24758278,24759309,102.4217512471905
3181,24758278,24759310,1.2400315060515017
3190,24758278,24760074,485.8146749027987
3195,24758278,24760327,19.978166186782726
3196,24758278,24760328,1.4700829301939338
3197,24758278,24760329,1.1340211593952467
3201,24758278,24758282,3.0711451325611687
3204,24758278,24758538,485.8146749027987
3213,24758278,24759302,485.8146749027987
3215,24758278,24762629,485.8146749027987
3226,24758278,24759312,14.73563841732618
3231,24758278,24759824,44.22284032164074
3232,24758278,24760325,2.132632448199318
3246,24758278,24759306,58.825848586781625
3250,24758278,24759311,21.59303880773101
3272,24758279,24758024,265.1828366880461
3273,24758279,24758025,16.784057896957624
3275,24758279,24758285,1.4518060383489344
3276,24758279,24758286,4.098609639371695
3277,24758279,24758287,0.6632105107556211
3280,24758279,24758536,0.6589389708579992
3284,24758279,24758791,79.61142561487455
3285,24758279,24758792,67.80399144307273
3286,24758279,24758793,52.90496132942539
3289,24758279,24758796,152.30754413845423
3299,24758279,24759307,0.9974790269940143
3305,24758279,24759819,42.028647262419625
3308,24758279,24760071,1.7056406443335785
3309,24758279,24760072,28.155176656686077
3310,24758279,24760073,152.30754413845423
3311,24758279,24760074,8.475396724172185
3312,24758279,24760075,50.2427523402625
3316,24758279,24760327,2.5444271744366804
3318,24758279,24760329,461.7101357102462
3324,24758279,24758537,5.935807724270041
3325,24758279,24758538,0.8692351184510332
3326,24758279,24758802,18.986914759598058
3327,24758279,24760070,28.155176656686077
3337,24758279,24758273,1.4338968552203883
3338,24758279,24758276,5.737936985298707
3340,24758279,24758786,461.7101357102462
3343,24758279,24760321,4.631492504022917
3346,24758279,24758529,191.72220039612847
3354,24758279,24758018,37.582627518796365
3357,24758279,24758275,3.2261551502518464
3359,24758279,24759297,24.13911898654603
3362,24758279,24758274,4.495015632075482
3394,24758280,24758025,21.70848607409903
3396,24758280,24758285,9.819705303909265
3397,24758280,24758286,0.9756279475197489
3398,24758280,24758287,45.98517023417782
3401,24758280,24758536,2.2076478047202412
3406,24758280,24758792,39.16495735360875
3407,24758280,24758793,44.03854095374629
3415,24758280,24758801,192.81410412582642
3420,24758280,24759307,0.9735264329049143
3421,24758280,24759308,63.60493392565413
3426,24758280,24759819,19.095049774733948
3427,24758280,24759821,6.299017308590905
3428,24758280,24759822,4.371518286675274
3429,24758280,24760071,3.495381385865302
3432,24758280,24760074,464.33968522609496
3437,24758280,24760327,1.9067587367868684
3438,24758280,24760328,80.06483170126333
3440,24758280,24757762,56.225506200300316
3445,24758280,24758537,0.671649678222652
3446,24758280,24758538,0.6032937236256853
3447,24758280,24758802,37.79666956022595
3458,24758280,24758273,25.838923930725624
3459,24758280,24758276,1.4253677572282188
3460,24758280,24758532,50.52889681679046
3464,24758280,24760321,2.5900773327222515
3467,24758280,24758529,21.70848607409903
3473,24758280,24759824,15.515199727045154
3475,24758280,24758018,192.81410412582642
3478,24758280,24758275,2.7273175681119635
3483,24758280,24758274,1.083892799859691
3484,24758280,24760322,12.80335529285462
3486,24758280,24758277,9.756808751475493
3487,24758280,24759298,153.1749719854076
3514,24758281,24758024,270.67057010335174
3515,24758281,24758025,22.032245839361693
3517,24758281,24758285,1.053194876875145
3518,24758281,24758286,1.202341533963669
3519,24758281,24758287,0.6222575606847706
3522,24758281,24758536,4.825633489492183
3528,24758281,24758793,81.25891640293196
3531,24758281,24758796,471.26483454225155
3541,24758281,24759307,3.8137064505536293
3542,24758281,24759308,471.26483454225155
3547,24758281,24759819,37.076270400317185
3548,24758281,24759821,41.25623559199429
3550,24758281,24760071,0.8637278642879301
3551,24758281,24760072,9.716213706993486
3553,24758281,24760074,112.39423454037203
3558,24758281,24760327,3.03557234367135
3559,24758281,24760328,471.26483454225155
3560,24758281,24760329,471.26483454225155
3566,24758281,24758537,51.28248339655383
3567,24758281,24758538,0.8211521661281441
3579,24758281,24758273,1.6894337004525626
3580,24758281,24758276,3.5857253820330417
3585,24758281,24760321,1.4022207808994558
3592,24758281,24758017,471.26483454225155
3594,24758281,24759824,471.26483454225155
3596,24758281,24758018,10.968592096124375
3599,24758281,24758275,0.9539584151189785
3604,24758281,24758274,1.8867121030871499
3636,24758282,24758025,146.60788197149614
3639,24758282,24758286,3.0132475870084905
3640,24758282,24758287,26.461970382246577
3648,24758282,24758792,9.459784075076595
3649,24758282,24758793,7.7818990153178955
3653,24758282,24758797,444.43199097032414
3662,24758282,24759307,0.8465474810345274
3663,24758282,24759308,2.6875809739944394
3665,24758282,24759310,29.248817243094326
3668,24758282,24759819,20.77777539553961
3669,24758282,24759821,3.357439842356099
3671,24758282,24760071,20.423352176296966
3672,24758282,24760072,255.2591484678753
3673,24758282,24760073,444.43199097032414
3674,24758282,24760074,7.102237292472956
3679,24758282,24760327,0.9662769724472663
3680,24758282,24760328,0.9222022183532074
3681,24758282,24760329,1.883180404506998
3682,24758282,24757762,444.43199097032414
3687,24758282,24758537,10.34406318085855
3688,24758282,24758538,1.8799293373204256
3689,24758282,24758802,42.15047099834152
3701,24758282,24758276,1.2027996720483023
3705,24758282,24759810,444.43199097032414
3706,24758282,24760321,7.7818990153178955
3709,24758282,24758529,255.2591484678753
3715,24758282,24759824,1.1733407467563006
3720,24758282,24758275,12.365713351250228
3721,24758282,24758278,1.428186233681126
3725,24758282,24758274,13.759819360845889
3726,24758282,24760322,2.4144685763868337
3728,24758282,24758277,3.003900556537061
3757,24758283,24758025,492.1856929196331
3760,24758283,24758286,36.32037358104112
3761,24758283,24758287,162.36072884422904
3769,24758283,24758792,135.81663989364873
3770,24758283,24758793,84.86624323354563
3783,24758283,24759307,0.8662511414559086
3784,24758283,24759308,1.2762487657771744
3786,24758283,24759310,2.9803798594616215
3790,24758283,24759821,3.326666187222296
3792,24758283,24760071,46.679490218322904
3795,24758283,24760074,84.86624323354563
3800,24758283,24760327,30.013582246205203
3801,24758283,24760328,3.5907958212503295
3802,24758283,24760329,3.672460312394021
3808,24758283,24758537,492.1856929196331
3809,24758283,24758538,67.41926109991164
3819,24758283,24759823,8.890934841016108
3822,24758283,24758276,1.5013073790254154
3831,24758283,24759312,93.25175106972661
3833,24758283,24759820,204.3769819021231
3836,24758283,24759824,1.3582618082719005
3841,24758283,24758275,103.7649194473932
3842,24758283,24758278,1.6822893246683828
3843,24758283,24759297,37.478049316244416
3844,24758283,24759300,13.694394908302312
3846,24758283,24758274,204.3769819021231
3847,24758283,24760322,18.359680417384606
3849,24758283,24758277,1.3610172530697309
3850,24758283,24759298,20.545101425612657
3855,24758283,24759311,492.1856929196331
3858,24758283,24759809,492.1856929196331
3878,24758284,24758025,63.23525432021087
3904,24758284,24759307,0.8217475195791538
3905,24758284,24759308,0.8153148020026836
3906,24758284,24759309,461.64088654754016
3907,24758284,24759310,1.026502915661962
3911,24758284,24759821,191.69344512132457
3916,24758284,24760074,265.1430634882861
3921,24758284,24760327,34.06634873969633
3922,24758284,24760328,1.7514778644796287
3923,24758284,24760329,2.01921636609624
3943,24758284,24758276,4.062610051524306
3952,24758284,24759312,26.258037593712295
3957,24758284,24759824,34.06634873969633
3962,24758284,24758275,191.69344512132457
3963,24758284,24758278,1.4130010019233359
3964,24758284,24759297,7.278164070664293
3965,24758284,24759300,1.6220067509564586
3968,24758284,24760322,8.566866155654452
3970,24758284,24758277,1.61647796480956
3971,24758284,24759298,13.591055454060628
3976,24758284,24759311,55.89871672556758
3996,24758285,24757768,440.3491322139008
3997,24758285,24758022,7.996945524215466
4000,24758285,24758279,0.64823708622304
4004,24758285,24758533,75.92820575595924
4005,24758285,24758534,145.26104086457934
4025,24758285,24759307,2.569708098598848
4041,24758285,24760324,1.5387780212792113
4047,24758285,24758280,12.141857721873516
4048,24758285,24758282,33.530894397965156
4049,24758285,24758535,23.022323479605276
4056,24758285,24758281,0.49674816891720336
4063,24758285,24758273,0.5197424242595612
4064,24758285,24758276,2.6275034510271307
4069,24758285,24760321,0.995340113832285
4072,24758285,24758529,145.26104086457934
4080,24758285,24758018,105.02099884828779
4083,24758285,24758275,0.388816645579836
4088,24758285,24758274,1.6631834036722841
4117,24758286,24757768,451.2237666241012
4118,24758286,24758022,3.515644629941151
4121,24758286,24758279,10.135231997442933
4126,24758286,24758534,451.2237666241012
4132,24758286,24758792,187.36780225783914
4133,24758286,24758793,451.2237666241012
4146,24758286,24759307,2.6817226937594856
4147,24758286,24759308,451.2237666241012
4150,24758286,24759813,451.2237666241012
4152,24758286,24759819,61.808324325837525
4153,24758286,24759821,29.695795428484928
4162,24758286,24760324,1.2122097168547663
4168,24758286,24758280,0.8794181787498931
4169,24758286,24758282,3.291953502409552
4170,24758286,24758535,451.2237666241012
4177,24758286,24758281,0.6286731493771716
4184,24758286,24758273,8.466462182498832
4185,24758286,24758276,1.353891853548215
4190,24758286,24760321,1.1867286018334458
4193,24758286,24758529,451.2237666241012
4200,24758286,24760325,26.25049704380993
4201,24758286,24758018,15.803628719122381
4204,24758286,24758275,0.7243697335967755
4209,24758286,24758274,0.8134519827602856
4210,24758286,24760322,39.50176770272487
4212,24758286,24758277,85.49091728443383
4235,24758287,24757761,281.067419760789
4238,24758287,24757768,135.03877818833817
4239,24758287,24758022,0.7443607541315358
4242,24758287,24758279,0.8734012761285744
4246,24758287,24758533,62.875263986821274
4247,24758287,24758534,135.03877818833817
4254,24758287,24758793,203.20645502267985
4265,24758287,24759304,53.252318054715396
4267,24758287,24759307,1.2103647305253622
4269,24758287,24759309,489.36680119383794
4273,24758287,24759819,18.25452914630683
4274,24758287,24759821,20.124240344326466
4283,24758287,24760324,0.5830120379007665
4290,24758287,24758282,5.569711232825006
4291,24758287,24758535,20.741102055635636
4297,24758287,24758021,5.456413034085374
4298,24758287,24758281,0.9057082448321129
4299,24758287,24762630,489.36680119383794
4304,24758287,24762629,26.108553894957932
4305,24758287,24758273,0.701368529534599
4306,24758287,24758276,0.8452395911888169
4310,24758287,24759810,203.20645502267985
4311,24758287,24760321,0.831220231151576
4312,24758287,24762625,77.5594111828661
4313,24758287,24758020,10.916115243512733
4318,24758287,24758017,9.182152674882477
4319,24758287,24758023,21.402204026891635
4322,24758287,24758018,1.5754783161856447
4323,24758287,24758019,135.03877818833817
4325,24758287,24758275,1.0580170492276137
4326,24758287,24758278,489.36680119383794
4327,24758287,24759297,4.224814315298115
4329,24758287,24762626,135.03877818833817
4330,24758287,24758274,135.03877818833817
4358,24758529,24757767,23.10919492164973
4359,24758529,24757768,1.6357167319455694
4360,24758529,24758022,187.20390227512854
4363,24758529,24758279,42.75717668278918
4364,24758529,24758285,450.8290586396733
4365,24758529,24758286,258.93329902222234
4367,24758529,24758533,4.792010984332489
4368,24758529,24758534,0.7074159362126374
4369,24758529,24758536,1.193086422797425
4372,24758529,24758790,16.18333118888324
4373,24758529,24758791,71.4515906001755
4374,24758529,24758792,7.58620799473718
4375,24758529,24758793,3.0709672222418343
4376,24758529,24758794,450.8290586396733
4377,24758529,24758795,450.8290586396733
4378,24758529,24758796,3.0283720290386458
4379,24758529,24758797,450.8290586396733
4380,24758529,24758798,187.20390227512854
4382,24758529,24758800,61.7542574948778
4383,24758529,24758801,85.41613410555989
4386,24758529,24759304,148.7181273203449
4388,24758529,24759307,4.568815178196724
4392,24758529,24759813,54.58954476285671
4393,24758529,24759816,57.92382320531129
4394,24758529,24759819,1.731356706447479
4395,24758529,24759821,6.184551615104202
4396,24758529,24759822,46.736131765644664
4397,24758529,24760071,36.696921455798325
4400,24758529,24760074,38.02539696083366
4404,24758529,24760324,19.406881779470385
4405,24758529,24760327,450.8290586396733
4410,24758529,24758280,17.754645961452166
4411,24758529,24758282,95.04591788676778
4412,24758529,24758535,4.927002160838473
4413,24758529,24758537,0.9963087440819716
4414,24758529,24758538,450.8290586396733
4415,24758529,24758802,0.716742996677176
4425,24758529,24762629,148.7181273203449
4438,24758529,24759820,148.7181273203449
4479,24758530,24757767,136.8186903923345
4480,24758530,24757768,3.116611539331297
4481,24758530,24758022,8.594165903177748
4483,24758530,24758025,67.91667808990594
4484,24758530,24758279,1.1597501145973264
4485,24758530,24758285,18.74133105370994
4486,24758530,24758286,16.020023339862647
4487,24758530,24758287,19.52637151315726
4488,24758530,24758533,33.527643829461674
4489,24758530,24758534,0.8029833499631458
4490,24758530,24758536,0.54165387278239
4492,24758530,24758789,495.81702203682505
4493,24758530,24758790,495.81702203682505
4494,24758530,24758791,163.55862071837382
4495,24758530,24758792,3.4148922379543536
4496,24758530,24758793,15.846598583999935
4499,24758530,24758796,136.8186903923345
4503,24758530,24758800,284.7720987967345
4504,24758530,24758801,205.88486824652045
4507,24758530,24759304,67.91667808990594
4509,24758530,24759307,2.216708295908951
4513,24758530,24759813,56.81309191313049
4514,24758530,24759816,53.95422347824942
4515,24758530,24759819,3.1523706577200765
4516,24758530,24759821,7.679988342117535
4517,24758530,24759822,284.7720987967345
4518,24758530,24760071,17.157799575390968
4519,24758530,24760072,495.81702203682505
4521,24758530,24760074,18.023909289671238
4525,24758530,24760324,5.745883731893736
4526,24758530,24760327,284.7720987967345
4531,24758530,24758280,1.6607490297091116
4532,24758530,24758282,6.203019005660893
4533,24758530,24758535,1.7504774889528891
4534,24758530,24758537,0.9366800530748148
4535,24758530,24758538,2.214660291858001
4536,24758530,24758802,1.277894246722432
4540,24758530,24758281,7.299510598657025
4544,24758530,24759302,495.81702203682505
4546,24758530,24762629,205.88486824652045
4559,24758530,24759820,284.7720987967345
4563,24758530,24760325,495.81702203682505
4599,24758531,24757766,79.70693306750611
4600,24758531,24757767,11.70528387761774
4601,24758531,24757768,1.0477681324648964
4602,24758531,24758022,462.2640355879877
4603,24758531,24758024,191.95220380118406
4605,24758531,24758279,9.775810137485013
4606,24758531,24758285,191.95220380118406
4608,24758531,24758287,110.24759037223787
4609,24758531,24758533,1.1815461999453474
4610,24758531,24758534,1.5523668022960395
4611,24758531,24758536,0.8898744995942313
4612,24758531,24758788,152.49026295605597
4615,24758531,24758791,7.0677267564605515
4616,24758531,24758792,29.634714752893576
4617,24758531,24758793,1.6868257128148296
4618,24758531,24758794,97.45669389874585
4620,24758531,24758796,5.037736343053096
4628,24758531,24759304,462.2640355879877
4630,24758531,24759307,4.167236091556007
4634,24758531,24759813,462.2640355879877
4636,24758531,24759819,6.112884864084113
4637,24758531,24759821,462.2640355879877
4639,24758531,24760071,6.463078612496786
4640,24758531,24760072,40.4682729540997
4641,24758531,24760073,9.775810137485013
4642,24758531,24760074,1.2900698164525084
4643,24758531,24760075,5.292746544625068
4646,24758531,24760324,4.69678576723864
4647,24758531,24760327,462.2640355879877
4653,24758531,24758282,67.88533386911956
4654,24758531,24758535,0.9677855378730577
4655,24758531,24758537,31.258757266329706
4657,24758531,24758802,3.9167912445742266
4658,24758531,24760070,11.70528387761774
4660,24758531,24758021,37.627714276000965
4720,24758532,24757766,530.1272618130757
4721,24758532,24757767,146.28646149454536
4723,24758532,24758022,52.50034221904656
4730,24758532,24758533,530.1272618130757
4731,24758532,24758534,1.8264790029647529
4732,24758532,24758536,530.1272618130757
4733,24758532,24758788,530.1272618130757
4734,24758532,24758789,46.409266306370526
4736,24758532,24758791,126.43262011759202
4737,24758532,24758792,4.557529076465528
4738,24758532,24758793,304.47815679197856
4740,24758532,24758795,84.01950883856067
4741,24758532,24758796,304.47815679197856
4742,24758532,24758797,111.76394074477507
4743,24758532,24758798,6.722423188313659
4744,24758532,24758799,530.1272618130757
4745,24758532,24758800,304.47815679197856
4746,24758532,24758801,1.0827918744141565
4750,24758532,24759305,19.519414512826476
4751,24758532,24759307,44.71384260594853
4752,24758532,24759308,11.21095967069451
4755,24758532,24759813,1.1684195003794577
4756,24758532,24759816,1.4241834439425034
4757,24758532,24759819,0.7268901275886258
4758,24758532,24759821,0.668019974295969
4759,24758532,24759822,1.1448608827561562
4760,24758532,24760071,24.361378087626207
4767,24758532,24760324,220.13197732480504
4769,24758532,24760328,530.1272618130757
4773,24758532,24758280,12.162020196443667
4776,24758532,24758537,23.184841697192976
4777,24758532,24758538,14.11216935297811
4778,24758532,24758802,11.35774918529782
4787,24758532,24759823,2.1823542699838763
4801,24758532,24759820,9.3780982833471
4805,24758532,24760325,84.01950883856067
4824,24758532,24759814,2.2138052660182654
4825,24758532,24759817,13.00500006329422
4840,24758533,24757761,6.799387072897229
4850,24758533,24758287,201.1634326547847
4853,24758533,24758536,0.8793609635133688
4857,24758533,24758791,2.5393879442624883
4858,24758533,24758792,45.945518910688094
4859,24758533,24758793,3.8752972144739433
4860,24758533,24758794,4.328774221801798
4861,24758533,24758795,484.4467442948336
4862,24758533,24758796,0.7821305649512987
4863,24758533,24758797,201.1634326547847
4866,24758533,24758800,42.41022785800702
4867,24758533,24758801,83.53183732575073
4872,24758533,24759307,10.447629075228713
4878,24758533,24759819,13.72926477283837
4879,24758533,24759821,484.4467442948336
4881,24758533,24760071,4.1217084591940445
4883,24758533,24760073,36.888758114999725
4884,24758533,24760074,2.7424413449764296
4885,24758533,24760075,10.587866883620965
4889,24758533,24760327,55.510230967012276
4892,24758533,24757762,2.335964592799846
4898,24758533,24758538,201.1634326547847
4905,24758533,24757764,0.6764184917887519
4910,24758533,24758273,17.83744676502707
4913,24758533,24758786,133.68110850041592
4914,24758533,24758787,6.696071422763798
4915,24758533,24759810,201.1634326547847
4919,24758533,24758529,31.882255498654796
4961,24758534,24757761,471.0581406966178
4967,24758534,24758025,99.31070879868179
4969,24758534,24758285,38.343543431778826
4970,24758534,24758286,20.601484226396757
4971,24758534,24758287,195.60390007453276
4974,24758534,24758536,0.6548977402549939
4978,24758534,24758791,35.869267396051825
4979,24758534,24758792,4.058210152472218
4980,24758534,24758793,4.0244443833469425
4981,24758534,24758794,270.55185566311195
4982,24758534,24758795,19.965116036664664
4983,24758534,24758796,1.8145976260758403
4985,24758534,24758798,26.2127831233782
4987,24758534,24758800,9.773081867240316
4988,24758534,24758801,6.5860321374694495
4993,24758534,24759307,3.629904716617381
4994,24758534,24759308,48.83322161909093
4999,24758534,24759819,1.7646450320289522
5000,24758534,24759821,5.993794206658002
5001,24758534,24759822,7.7033144335931
5002,24758534,24760071,9.47578871600287
5005,24758534,24760074,15.220055127174769
5006,24758534,24760075,471.0581406966178
5008,24758534,24760078,270.55185566311195
5010,24758534,24760327,471.0581406966178
5013,24758534,24757762,1.9359574304165623
5018,24758534,24758537,2.4201761949307503
5019,24758534,24758538,26.793689050682868
5020,24758534,24758802,0.5247185186647602
5021,24758534,24760070,471.0581406966178
5026,24758534,24757764,129.9865777983925
5029,24758534,24759823,35.869267396051825
5031,24758534,24758273,23.685092285591324
5032,24758534,24758276,35.869267396051825
5033,24758534,24758532,10.884691650074311
5034,24758534,24758786,19.663182853940988
5035,24758534,24758787,46.65052219170633
5036,24758534,24759810,12.75972750338088
5037,24758534,24760321,51.2599912160844
5038,24758534,24762625,195.60390007453276
5040,24758534,24758529,1.4493432239885156
5042,24758534,24759811,471.0581406966178
5043,24758534,24759820,41.23814086188572
5048,24758534,24758018,471.0581406966178
5051,24758534,24758275,471.0581406966178
5056,24758534,24758274,31.853423465302775
5059,24758534,24758277,99.31070879868179
5068,24758534,24759809,155.39123577080596
5082,24758535,24757761,27.195301941787925
5095,24758535,24758536,0.7067740728862048
5099,24758535,24758791,3.351647604550709
5100,24758535,24758792,31.46580753163224
5101,24758535,24758793,5.152546210552449
5103,24758535,24758795,478.1188713562155
5104,24758535,24758796,10.891134737279554
5109,24758535,24758801,478.1188713562155
5114,24758535,24759307,4.110410490417628
5120,24758535,24759819,19.097893362871794
5123,24758535,24760071,9.85752551631774
5125,24758535,24760073,157.72040826109864
5126,24758535,24760074,0.9879050372867824
5127,24758535,24760075,3.0887429808345326
5131,24758535,24760327,157.72040826109864
5134,24758535,24757762,82.44073936884989
5139,24758535,24758537,478.1188713562155
5141,24758535,24758802,131.93495770292736
5152,24758535,24758273,3.684313668102934
5155,24758535,24758786,478.1188713562155
5161,24758535,24758529,157.72040826109864
5177,24758535,24758274,100.79928548563073
5203,24758536,24757761,43.30516866030992
5204,24758536,24757766,88.52865609627212
5205,24758536,24757767,28.57041177699247
5206,24758536,24757768,1.0810986487987526
5207,24758536,24758022,9.633583929056242
5210,24758536,24758279,1.6163479500458162
5214,24758536,24758533,1.0586199468910804
5215,24758536,24758534,0.8521624839347934
5218,24758536,24758789,122.44946126883634
5219,24758536,24758790,50.84636081393889
5220,24758536,24758791,5.563973495684836
5221,24758536,24758792,25.33396198771218
5222,24758536,24758793,1.6058187544384899
5233,24758536,24759304,55.8704144399881
5235,24758536,24759307,2.075595273876299
5236,24758536,24759308,169.36742548898346
5239,24758536,24759813,19.40693175854764
5241,24758536,24759819,11.53239759219077
5242,24758536,24759821,513.4260252816982
5251,24758536,24760324,2.5193313960478805
5255,24758536,24757762,2.578437452230496
5257,24758536,24758280,4.423213459935863
5258,24758536,24758282,44.94717938939188
5259,24758536,24758535,1.8721753523891274
5265,24758536,24758021,294.8858153270055
5266,24758536,24758281,7.883888913775465
5268,24758536,24757764,11.949885139041726
5272,24758536,24762629,294.8858153270055
5273,24758536,24758273,1.7087244402644324
5274,24758536,24758276,8.242281445320002
5275,24758536,24758532,108.24290693927307
5276,24758536,24758786,37.887783640848724
5277,24758536,24758787,122.44946126883634
5278,24758536,24759810,70.32874736488415
5279,24758536,24760321,13.324805935359118
5282,24758536,24758529,2.6702225622898768
5286,24758536,24758017,513.4260252816982
5290,24758536,24758018,108.24290693927307
5293,24758536,24758275,9.853158080256089
5295,24758536,24759297,13.551132638013259
5298,24758536,24758274,5.517719322395571
5302,24758536,24759298,294.8858153270055
5326,24758537,24757767,12.821769699624422
5327,24758537,24757768,33.78499272709375
5328,24758537,24758022,23.970411541414876
5331,24758537,24758279,2.07278752551889
5336,24758537,24758534,0.8895433417992487
5340,24758537,24758790,279.01416898565566
5341,24758537,24758791,485.79188395580655
5342,24758537,24758792,29.623686493518232
5343,24758537,24758793,115.85886096546182
5354,24758537,24759304,201.7219933527061
5356,24758537,24759307,1.2106125979429998
5357,24758537,24759308,102.41694635179357
5360,24758537,24759813,2.9496374967816665
5361,24758537,24759816,9.485796449282235
5362,24758537,24759819,5.578853352251022
5363,24758537,24759821,14.164060755008494
5372,24758537,24760324,1.1103313032722961
5376,24758537,24757762,2.654839089214043
5378,24758537,24758280,0.816821381691652
5379,24758537,24758282,4.193951245947289
5380,24758537,24758535,15.198452867591751
5387,24758537,24758281,2.990252485180384
5393,24758537,24762629,485.79188395580655
5394,24758537,24758273,3.6962577324020764
5395,24758537,24758276,3.0666287462556894
5396,24758537,24758532,83.76377610676852
5397,24758537,24758786,279.01416898565566
5399,24758537,24759810,11.82561085013973
5400,24758537,24760321,1.7033667500239253
5401,24758537,24762625,485.79188395580655
5403,24758537,24758529,1.438253386732072
5410,24758537,24760325,66.54344150142053
5414,24758537,24758275,36.99118533154816
5419,24758537,24758274,1.0375378631712093
5420,24758537,24760322,102.41694635179357
5422,24758537,24758277,279.01416898565566
5431,24758537,24759809,279.01416898565566
5449,24758538,24758022,4.394413668539549
5452,24758538,24758279,2.1006472106032543
5457,24758538,24758534,20.061427922522164
5461,24758538,24758790,473.3305290862284
5463,24758538,24758792,69.51049297312255
5464,24758538,24758793,473.3305290862284
5477,24758538,24759307,1.167098218949675
5478,24758538,24759308,130.6136341311101
5481,24758538,24759813,7.02617025944202
5482,24758538,24759816,54.23648172423884
5483,24758538,24759819,25.783248797962884
5484,24758538,24759821,20.375504738554252
5493,24758538,24760324,1.3022758152520097
5497,24758538,24757762,473.3305290862284
5499,24758538,24758280,0.8817196289863556
5500,24758538,24758282,3.169772653371003
5501,24758538,24758535,271.85700006574797
5508,24758538,24758281,0.938211724350589
5512,24758538,24759302,473.3305290862284
5515,24758538,24758273,2.377076936858411
5516,24758538,24758276,1.066107928021898
5520,24758538,24759810,473.3305290862284
5521,24758538,24760321,1.197188859542227
5524,24758538,24758529,49.06879348644133
5528,24758538,24758017,473.3305290862284
5531,24758538,24760325,5.518894737825567
5532,24758538,24758018,20.700865957695918
5535,24758538,24758275,1.1285675278858749
5536,24758538,24758278,473.3305290862284
5540,24758538,24758274,0.9916647146406078
5541,24758538,24760322,18.383242740037883
5543,24758538,24758277,14.808587740349623
5550,24758538,24759814,473.3305290862284
5567,24758785,24757766,2.337928423299231
5568,24758785,24757767,284.9674324878741
5577,24758785,24758533,16.967274884811612
5579,24758785,24758536,94.00419537009762
5580,24758785,24758788,1.3467792040141233
5581,24758785,24758789,5.376831163404929
5582,24758785,24758790,4.671062978899814
5583,24758785,24758791,0.40312265286975807
5584,24758785,24758792,3.500839002031986
5585,24758785,24758793,1.4600744205436942
5586,24758785,24758794,0.929424046124571
5587,24758785,24758795,0.5136539827866581
5588,24758785,24758796,3.1099455040755544
5589,24758785,24758797,1.0005678406936518
5590,24758785,24758798,136.91253842005577
5591,24758785,24758799,0.6909795226505375
5593,24758785,24758801,60.078184113438546
5598,24758785,24759307,72.86266937667067
5602,24758785,24759813,136.91253842005577
5604,24758785,24759819,136.91253842005577
5606,24758785,24759822,163.6708104632748
5607,24758785,24760071,41.84861422683721
5608,24758785,24760072,496.15711774665493
5611,24758785,24760075,284.9674324878741
5688,24758786,24757766,67.33211891072499
5689,24758786,24757767,1.9758852666884659
5690,24758786,24757768,135.64109125761763
5698,24758786,24758533,491.54952251275097
5699,24758786,24758534,14.614341903125391
5700,24758786,24758536,16.058363387757392
5701,24758786,24758788,4.6495135746116
5702,24758786,24758789,1.1656246656745457
5703,24758786,24758790,6.768595951207808
5704,24758786,24758791,1.8819836205303355
5705,24758786,24758792,0.4735404560110578
5706,24758786,24758793,2.8611127375290284
5707,24758786,24758794,3.6871322653233474
5708,24758786,24758795,0.8861499843069474
5709,24758786,24758796,6.028849062729737
5710,24758786,24758797,2.4528455461709457
5711,24758786,24758798,0.6491721600646672
5712,24758786,24758799,1.1132658114638754
5713,24758786,24758800,1.7988544771147628
5714,24758786,24758801,0.9447266445093004
5719,24758786,24759307,27.353058815567852
5720,24758786,24759308,491.54952251275097
5723,24758786,24759813,27.95923458565265
5724,24758786,24759816,5.67916042838868
5725,24758786,24759819,3.532034697431419
5726,24758786,24759821,491.54952251275097
5727,24758786,24759822,84.75655009685491
5728,24758786,24760071,491.54952251275097
5735,24758786,24760324,282.32106395516666
5744,24758786,24758537,491.54952251275097
5746,24758786,24758802,4.968709468846091
5755,24758786,24759823,204.11281618253844
5793,24758786,24759817,491.54952251275097
5809,24758787,24757766,1.113488890338777
5810,24758787,24757767,1.9947801541602759
5811,24758787,24757768,1.6147093706190188
5819,24758787,24758533,0.9534736857003762
5820,24758787,24758534,4.5903937655515685
5821,24758787,24758536,497.85672343369606
5822,24758787,24758788,3.1744609572424145
5823,24758787,24758789,0.932607824685766
5824,24758787,24758790,0.7498949964433235
5825,24758787,24758791,4.776931236962154
5826,24758787,24758792,3.3494267947397205
5827,24758787,24758793,0.562179165561982
5828,24758787,24758794,1.8115082127781195
5829,24758787,24758795,1.8974626765058713
5830,24758787,24758796,1.095202497971066
5831,24758787,24758797,29.642937812242987
